FeatID,Average
1,20.74916179
2,36.32874401
3,17.28291926
4,15.62608392
5,15.96230194
6,65.59693461
7,55.13946532
8,94.71007574
9,22.20355539
10,50.98187882
11,13.69688737
12,25.68698743
13,18.24304166
14,63.70650187
15,15.87493372
16,27.11168569
17,18.28990004
18,58.85443815
19,18.78164228
20,101.6503211
21,17.1211977
22,34.6687125
23,10.33158656
24,17.36173202
25,12.07718144
26,11.23634489
27,23.30487047
28,13.3948763
29,10.99056026
30,15.39686283
31,42.40101279
32,18.75147375
33,11.89164982
34,24.62656056
35,26.46911937
36,26.60268389
37,21.75559188
38,19.73773336
39,54.99589785
40,60.854089
41,21.08588902
42,18.8172167
43,62.62219689
44,20.18202662
45,18.13156697
46,18.40398101
47,21.05518783
48,10.99290574
49,16.21123618
50,43.69335935
51,32.52327809
52,17.11553401
53,16.30983391
54,18.7679948
55,16.78775936
56,16.95993408
57,110.852667
58,15.48124091
59,39.66530904
60,8.326688974
61,17.14940251
62,15.2311796
63,20.16261811
64,15.76584569
65,18.33858884
66,23.73021029
67,26.82539702
68,19.98463599
69,29.58379896
70,35.70462395
71,18.90678901
72,13.3163438
73,12.00543078
74,11.60776948
75,14.32794482
76,46.63221239
77,6.559726621
78,90.86778263
79,8.54690848
80,24.40018286
81,20.96228226
82,11.05348095
83,11.55232912
84,15.83344099
85,23.79874441
86,13.8138438
87,72.20996416
88,10.14513031
89,15.81532175
90,11.77065295
91,72.7622063
92,17.1315119
93,18.55680411
94,21.35935157
95,16.6909696
96,96.35138994
97,16.97240308
98,16.39914706
99,39.47008774
100,20.2582003
101,13.69607398
102,14.25084079
103,22.89887293
104,16.80878536
105,57.49643374
106,25.54998739
107,22.18682281
108,123.1145226
109,21.86579448
110,14.38547361
111,13.55355966
112,21.53420351
113,36.99163441
114,27.57279405
115,37.88330155
116,19.31913424
117,16.40281309
118,63.13874066
119,12.8001884
120,10.83856593
121,20.97694623
122,90.24324734
123,71.41050058
124,18.52308601
125,26.37380156
126,14.97580171
127,16.45897131
128,20.59048332
129,11.53960961
130,10.53159738
131,17.97238154
132,27.10323923
133,24.48427885
134,12.20326
135,32.84209076
136,18.63795407
137,31.23196943
138,27.15093164
139,24.60473108
140,19.39417045
141,37.55369745
142,13.41184887
143,7.30940629
144,19.34050724
145,58.97672501
146,15.55433709
147,22.70826555
148,17.70537025
149,22.44309755
150,10.11178674
151,18.88320516
152,15.63616611
153,24.23911971
154,10.76824075
155,17.15121761
156,66.65117429
157,18.76770618
158,14.12732065
159,11.09599751
160,19.35760834
161,25.36155155
162,45.63254511
163,40.9772112
164,26.86823859
165,21.35513774
166,18.15693067
167,43.72058725
168,17.5227363
169,18.93928994
170,37.86821132
171,10.93191624
172,24.98304879
173,11.72743054
174,23.5669273
175,23.14719247
176,22.34386863
177,11.59534092
178,25.04818477
179,23.40080873
180,17.16001332
181,15.07192708
182,29.48779233
183,10.45518985
184,13.80342375
185,12.81895223
186,35.75375794
187,20.89497887
188,16.07446067
189,14.9010527
190,18.86679559
191,24.06272066
192,21.30674039
193,89.91908112
194,18.17004869
195,9.998681409
196,40.52314544
197,15.94365684
198,14.67236643
199,49.87758069
200,12.2074136
201,22.91644552
202,16.43799628
203,15.48192561
204,52.48392894
205,124.1767498
206,22.81680784
207,18.62917199
208,12.71880504
209,19.93462464
210,4.099719157
211,17.11391801
212,15.5145173
213,23.87695293
214,12.80149273
215,23.47856057
216,16.16703508
217,10.68542933
218,24.50124946
219,7.694310409
220,66.25583399
221,12.2674748
222,65.79802626
223,18.43556418
224,16.53859483
225,15.59637615
226,19.95440054
227,17.41057572
228,17.98728245
229,16.75719117
230,17.45374502
231,19.35093552
232,29.84047125
233,30.83044703
234,13.28543303
235,21.55844897
236,14.34919792
237,20.93742614
238,11.54011551
239,45.32374537
240,9.594738403
241,12.71764885
242,29.66647199
243,11.80974984
244,18.22503934
245,8.27556129
246,39.96908191
247,26.67008088
248,14.8046326
249,45.58665723
250,9.791808212
251,52.19667866
252,22.35397123
253,26.57605533
254,14.11436587
255,16.68202127
256,18.59842039
257,60.43865379
258,21.98484138
259,16.74518825
260,16.85898025
261,30.51268415
262,26.78958062
263,13.06508652
264,11.73326098
265,14.12128311
266,48.61100141
267,17.04947941
268,16.99936457
269,19.17012412
270,52.2111243
271,45.96502474
272,12.6803171
273,19.68248985
274,29.94726107
275,22.27274952
276,109.7601334
277,13.73271412
278,22.06560556
279,8.306681908
280,12.40555511
281,9.433117151
282,19.59182034
283,15.4534106
284,23.21580372
285,10.32881069
286,18.05924401
287,15.68620419
288,7.952181161
289,20.00168701
290,8.514024617
291,24.72039776
292,16.64538589
293,48.226719
294,25.18331393
295,20.01757293
296,29.13755111
297,29.91507561
298,49.25722977
299,46.4593585
300,23.99305271
301,60.10666517
302,18.24120743
303,17.92172837
304,20.96939903
305,80.1751422
306,12.39171811
307,17.18457246
308,10.16884927
309,30.35600437
310,23.45205399
311,22.17068945
312,14.13881951
313,46.30505213
314,14.05903734
315,51.80438083
316,9.186755224
317,14.69004409
318,19.21756325
319,38.94006261
320,20.83099564
321,26.7363864
322,42.06215748
323,25.7219856
324,20.24112072
325,57.18873478
326,18.06106605
327,21.82265412
328,31.96819697
329,17.71350968
330,43.63279338
331,23.62442832
332,27.8709924
333,16.91098364
334,29.48213099
335,20.66372398
336,71.85667459
337,15.65293464
338,21.41335321
339,11.6256087
340,14.46575245
341,17.97790487
342,16.93851286
343,47.92445034
344,7.758893902
345,19.75939814
346,90.53880598
347,13.79341613
348,11.02915741
349,11.84355307
351,17.82477291
352,13.55237908
353,17.40981676
354,28.20655552
355,16.49390299
356,12.07377299
357,23.69205406
358,16.82235261
359,72.76505746
360,12.44109622
361,16.48597349
362,12.81297277
363,21.67313919
364,22.34611048
365,16.72762256
366,18.16132471
367,17.02692323
368,24.70674338
369,9.916274591
370,14.17722177
371,17.89813309
372,11.29949901
373,11.1992146
374,16.60316673
375,19.97582685
376,14.70852969
377,11.38187283
378,13.42326662
379,30.65799274
380,11.79247542
381,21.69963874
382,17.4539211
383,22.79421867
384,13.39541533
385,10.06339394
386,13.8721608
387,13.64431788
388,15.47277323
389,21.18879714
390,23.99484069
391,124.5637704
392,22.69055369
393,5.183399113
394,9.111595074
395,73.51731742
396,23.63705081
397,101.0468052
398,21.48859557
399,21.98573155
400,61.62979154
401,51.77186283
402,11.09440366
403,16.53747928
404,7.969989463
405,17.42382768
406,93.9171926
407,15.91638026
408,22.02372623
409,11.50402813
410,26.64606247
411,20.18003446
412,13.95950005
413,60.8954797
414,16.14020948
415,11.79635791
416,15.99121432
417,17.25533506
418,29.25378383
419,10.38254067
420,23.38542749
421,7.120772181
422,14.79919593
423,19.95341885
424,20.83559644
425,9.527189114
426,42.14209
427,13.42024784
428,16.27834114
429,70.57065142
430,11.52834872
431,16.53163063
432,25.46653166
433,18.36205056
434,13.36545155
435,68.5055927
436,52.35017665
437,28.34885633
438,40.28141583
439,16.09222805
440,14.94799912
441,60.31755221
442,8.000963295
443,13.92084076
444,44.080387
445,16.98220886
446,7.391013767
447,10.43736032
448,13.14180996
449,11.68195078
450,23.83463659
451,17.37821078
452,9.160402871
453,9.890251063
454,71.69966518
455,13.17739045
456,82.72301254
457,65.17379598
458,16.39366497
459,33.30014591
460,13.52766595
461,21.29805952
462,42.48717065
463,71.03870027
464,13.98087818
465,21.06966927
466,8.664309612
467,23.77650198
468,25.38042314
469,8.642183991
470,23.61093798
471,9.445671273
472,15.04454523
473,19.69003618
474,7.616819655
475,24.26939736
476,20.81139137
477,12.20365839
478,71.51169667
479,12.55905355
480,28.07765996
481,23.55615243
482,17.34996027
483,78.86012018
484,18.81179893
485,8.930079118
486,19.03666776
487,48.95733732
488,24.22557371
489,5.810867308
490,15.78258139
491,8.880505288
492,26.191225
493,34.61030367
494,112.2390684
495,22.30878559
496,12.25914374
497,35.51153387
498,19.92275284
499,20.095878
500,91.96028791
501,21.61511693
502,17.60690631
503,10.53951644
504,10.00717017
505,17.59029321
506,40.49177012
507,13.58779587
508,27.30853583
509,8.652465087
510,15.82639825
511,15.92505105
512,22.74758891
513,50.5482706
514,8.108653726
515,22.51891439
516,61.61529324
517,16.41754755
518,8.61775263
519,17.04921073
520,10.24032135
521,18.12108901
522,42.91304207
523,12.93606692
524,13.69565981
525,11.55472382
526,9.547293708
527,9.813412621
528,31.65270892
529,24.19699175
530,52.4263433
531,11.86940896
532,14.48300778
533,12.85582632
534,13.14275371
535,47.25571822
536,12.28132212
537,30.69219409
538,12.94693416
539,20.06894117
540,14.4079797
541,70.17563867
542,33.42956113
543,28.76025022
544,15.96969194
545,10.54576079
546,19.87694499
547,15.02058673
548,26.23008601
549,12.55538162
550,8.930594289
551,30.88266532
552,16.12613959
553,105.4851624
554,12.79695603
555,13.61389607
556,30.89666723
557,24.60328712
558,39.85355731
559,22.95964288
560,16.62202296
561,11.04053989
562,50.56694404
563,23.93245721
564,17.24690255
565,11.67241075
566,38.4900009
567,10.36314408
568,17.45460162
569,14.4607592
570,16.13671133
571,9.543360415
572,14.05736393
573,13.77050929
574,17.68317061
575,17.8318336
576,12.98642272
577,15.01773734
578,20.30230472
579,20.85762714
580,15.53731303
581,17.45077877
582,11.71811573
583,15.51113326
584,18.76578274
585,81.67614144
586,12.76669133
587,10.45475612
588,23.37803156
589,14.01781679
590,11.76865176
591,36.4401741
592,42.99282233
593,15.97689721
594,17.77682058
595,27.85397572
596,22.40322271
597,8.532392286
598,14.00309023
599,8.912480309
600,11.33181492
601,64.73509199
602,12.37971676
603,38.97933137
604,37.25526035
605,35.36604134
606,13.55299892
607,29.66040801
608,43.34200508
609,17.73630531
610,20.45358642
611,11.77998941
612,56.27259483
613,4.112038591
614,63.74517078
615,6.778478665
616,23.8070721
617,8.525732744
618,14.99549088
619,66.79634329
620,30.79146202
621,21.15734957
622,14.35628624
623,12.11086472
624,46.92000355
625,14.72249079
626,26.79775248
627,13.24565389
628,13.62118908
629,17.32848559
630,57.23073635
631,39.86755023
632,11.59748545
633,20.64878117
634,19.97992708
635,11.95469477
636,23.5777461
637,15.99336236
638,11.46232022
639,19.68257676
640,12.25215829
641,42.66245014
642,6.516426981
643,36.0576095
644,22.99085552
645,31.85034961
646,12.72210728
647,26.06125204
648,16.46054996
649,9.993294806
650,54.82871362
651,14.71946217
652,16.98541309
653,42.40733113
654,15.17142937
655,8.067168059
656,45.16688513
657,12.37623354
658,75.71282462
659,17.6562412
660,19.60340991
661,8.71758715
662,14.91037737
663,21.3165543
664,17.80131074
665,23.91593713
666,6.547248291
667,31.86789229
668,20.20292171
669,12.83503214
670,59.95719111
671,8.183698801
672,7.010745223
673,20.78312751
674,4.670239278
675,11.03991506
676,13.2381689
677,27.34568242
678,20.9988393
679,10.05957086
680,17.92728877
681,26.34329513
682,92.5385345
683,11.89081471
684,8.812970378
685,10.17587516
686,6.873082902
687,20.52696339
688,12.26784699
689,15.81995676
690,23.60257923
691,27.23154872
692,16.14990896
693,64.12482367
694,61.05456095
695,19.66866725
696,28.15994372
697,53.58264961
698,17.53405772
699,27.42002209
700,11.05865648
701,11.20643254
702,19.56257962
703,87.24873235
704,22.28673144
705,6.382351068
706,14.37789102
707,20.18615789
708,17.68902583
709,16.30463055
710,20.99058066
711,13.35205541
712,15.5680022
713,23.52362377
714,11.7706512
715,11.25532526
716,10.99512746
717,12.53166617
718,13.27104334
719,54.9323862
720,16.47062224
721,74.56911503
722,9.893499259
723,21.30081187
724,24.81078898
725,20.46569068
726,13.25393563
727,24.31776952
728,13.69485683
729,22.359536
730,29.59046149
731,9.987209821
732,14.57088363
733,18.73393313
734,14.55524434
735,15.82716227
