FeatID,Average
1,1.762474573
3,0.204419586
5,0.230709751
6,0.98423480687
8,0.9593517503499999
9,0.5677296241399999
10,0.5877365779599999
11,0.354665061
12,0.37688407721999995
13,0.28255299141999995
14,0.7633121304199999
17,1.667599636
18,0.766026237
19,0.393049991
20,1.2378316804699998
21,0.255315406
22,0.305823714
24,0.45289366
25,0.332680964
27,0.36458510220999996
28,0.35248929
29,0.20433354759999997
30,0.45307176
31,0.27778493567999996
32,0.23707666618999995
33,0.13809627467999996
34,0.60256835
35,0.815808474
36,0.794510916
37,0.636722124
38,0.31977934835
39,1.371549204
40,1.732991555
41,0.24540916077999994
42,0.30005930177999995
43,1.41957595
44,0.487032214
45,0.25173674931999995
46,0.33720909032999996
48,0.325495362
49,0.317786908
50,2.263127045
51,0.255778404
52,0.21179086494999996
53,1.046950258
54,0.24478769084
55,0.366688704
56,0.3982550685399999
57,1.810940372
58,0.289254771
59,2.449888085
60,0.228930999
61,0.27074862338999994
62,0.411288023
63,0.873608099
64,0.49281594620999997
65,1.435754007
66,0.867530375
67,0.482525092
68,0.332732596
69,0.5789973034999999
70,0.602195878
71,0.721812196
72,0.454701154
73,0.294614096
74,0.09712454101
75,0.103634075
76,1.437523465
77,0.11430969
78,0.38073063
79,0.083412257
80,0.639767478
81,1.59791458
82,0.537409936
83,0.070665343
84,0.26894399356999993
85,0.541091741
86,0.280413197
87,1.804609962
88,0.337385103
89,0.267620985
90,0.362920468
91,2.046128601
93,0.180563373
94,0.25102702597
95,0.34619032777
96,2.440969164
97,0.733147143
98,0.25739095389
99,0.5124294226799999
100,0.469103356
101,0.397627238
102,0.351371987
103,0.658338138
104,0.24717260707999997
105,1.330675383
107,0.30852898754999997
108,2.16997304
109,0.30641405738999994
110,0.319994163
111,0.391808961
112,0.6747840518999999
113,0.5645957433899998
114,0.5227619483099999
115,1.261503849
116,0.750651311
117,0.968452545
118,1.818170509
119,0.314584448
120,0.315852983
121,0.21047662026999997
122,2.97778732
123,1.2786327045099999
124,0.750539829
125,1.377255359
126,0.19964935585
127,0.86357983
128,1.103339059
129,0.350407651
130,0.32685469
132,0.9249167063499999
133,1.347295564
134,0.178751102
136,0.495462261
137,0.557800174
138,1.002961768
139,0.923212541
140,0.362387752
141,0.907899371
142,0.709191617
143,0.38176324388999994
144,0.3808174517699999
145,0.819149514
146,1.083355088
147,0.937698085
148,0.598829342
149,1.427615779
150,0.186471489
151,1.163478435
152,0.26926033070999994
153,0.5473602285899999
154,0.373029775
155,0.387323753
156,1.621363043
157,0.789308813
