FeatID,Average
1,2.280442846
2,1.135201361
3,0.856619098
4,0.364431667
5,0.646034682
6,1.0523167386899999
7,0.514436886
8,0.9742140079699999
9,0.7688244834199999
10,0.7130601652299999
11,1.092762931
12,0.50591824143
13,0.48414801525999995
14,0.67032199969
15,0.66430437
16,1.329141353
17,1.583226115
18,1.014779148
19,1.134611799
20,0.9681968809799999
21,0.668479683
22,0.99004732
23,0.550020184
24,0.586271046
25,0.417237074
26,0.691629759
27,0.5152973720999999
28,0.450102886
29,0.30034647509999995
30,0.790213024
31,0.37430144549
32,0.30682603027999994
33,0.6467010714499999
34,1.215496907
35,1.00790571
36,1.293741041
37,1.199329552
38,0.60740900388
39,1.243376891
40,1.293571956
41,0.45153047631999993
42,0.5928036395399999
43,1.346599897
44,1.077127784
45,0.5413590060199999
46,0.5133231469099999
47,1.006469731
48,0.7638048
49,0.739215444
50,1.219343011
51,0.641963858
52,0.46222795688999996
53,1.187150599
54,0.5394433348499998
55,0.930842805
56,0.41285132573999994
57,1.711817377
58,0.926289249
59,1.746275535
60,0.24549151
61,0.37563191897
62,0.401447276
63,1.095226898
64,0.50477594167
65,1.550587558
66,1.489034475
67,0.844293278
68,0.318072928
69,0.7496680137799998
70,1.007208604
71,0.677578316
72,0.770943567
73,0.519398544
74,0.42079742494999994
75,0.507041208
76,1.525190679
77,0.308330103
78,0.208125195
79,0.285202265
80,1.049585099
81,1.826892229
82,0.871469729
83,0.549892655
84,0.41185957406999996
85,0.847701537
86,0.59813531
87,1.690682183
88,0.667553814
89,0.654046814
90,0.419598402
91,2.068902235
92,0.833291522
93,0.415869891
94,0.39930859989999995
95,0.48213456605999994
96,1.475528437
97,0.586788729
98,0.43448215180999994
99,0.5985583519299998
100,1.016086946
101,0.787398105
102,0.822829163
103,1.355725415
104,0.5101699626099999
105,1.395471257
106,1.006525367
107,0.5367834717699999
108,1.293239843
109,0.59153476445
110,1.014236483
111,0.603188287
112,0.65562868035
113,0.7095263170799999
114,0.6061672988
115,1.369359709
116,0.74967593
117,0.934063187
118,1.659209869
119,0.679730356
120,0.394062856
121,0.40510912042999997
122,2.241451526
123,0.8850360032499999
124,1.065216268
125,1.14941199
126,0.37364902715
127,0.757571544
128,0.809359509
129,0.352596652
130,0.602912562
131,1.105708598
132,0.9932123805799998
133,1.051862276
134,0.740004228
135,0.889355587
136,0.764170943
137,0.859333423
138,0.834017812
139,1.109499602
140,0.92153518
141,1.086163552
142,0.516896069
143,0.5539194837399999
144,0.5443728769499999
145,1.04578396
146,0.713422843
147,0.977155264
148,1.045808073
149,1.496987336
150,0.287816626
151,0.631173295
152,0.45521334228999993
153,0.5554253752599999
154,0.679101543
155,0.933609491
156,0.587354725
157,0.943139033
158,0.744711611
159,0.841123341
160,0.25747803472999997
161,1.147225401
162,1.148612746
163,0.739597192
164,0.535980323
165,1.099424385
166,0.47781247205999994
167,0.7180921143899999
168,0.742353433
169,0.962166942
170,0.6438971135799999
171,0.250235352
172,1.182754537
173,0.601785989
174,0.952365546
175,0.913381963
176,1.178831863
177,0.409514538
178,0.7875519433599999
179,0.5895727701499999
180,0.635751653
181,0.4971629880699999
182,1.419196654
183,0.75385877
184,0.43738724959999997
185,0.5497073927799999
186,0.5695183995199999
187,0.262745298
188,0.943906728
189,0.62348134
190,1.038258848
191,1.175370703
192,1.146763965
193,1.017278882
194,0.436225777
195,0.676184045
196,0.497717182
197,0.775829385
198,0.789731804
199,0.7101795120699999
