FeatID,LogM2M1 X Attachment
1229,1.197535171
1483,1.489168785
1492,1.275012473
254,1.190955544
716,-0.002116588
798,0.668644369
846,1.894474441
1220,1.657918854
1236,1.450528972
1247,1.267190112
1306,1.090601669
1418,0.998098976
1541,1.134982334
1975,1.022289216
434,0.901221756
448,0.819998064
572,1.144171221
837,1.110021481
1088,1.558937582
1702,1.103641702
2110,2.056944775
229,1.9791509
549,0.584395116
898,-0.512700268
1090,1.505861806
30,1.557847019
184,1.02803983
352,0.939027207
412,1.082567155
427,0.891512988
510,1.691287003
1106,1.013190821
1545,1.368116377
1553,1.564844074
2107,1.88081554
61,2.059835301
155,2.06035239
277,0.974293388
340,1.228370697
387,0.942742197
622,1.191257848
628,0.934453115
842,1.559721855
861,0.911783657
889,0.46402447
1131,1.87515233
1137,1.292376944
1143,1.171594314
1257,1.429383357
1362,1.509829735
1421,1.344795249
1478,0.957921696
1667,1.230907378
1904,1.980989757
1924,2.014275607
1972,1.524243091
2053,0.385705136
1031,1.75284082
1042,1.273244121
1055,0.432794843
1062,1.518041558
1344,1.057900415
1399,0.857708532
1407,0.397252253
1619,1.597193034
1997,1.137334144
933,1.836556698
951,0.00461647
5,1.661766622
416,1.670739235
738,1.333059536
783,1.515013793
1255,1.937108835
1428,1.008730427
1544,1.284512741
1597,1.087383991
1766,0.796685114
1818,1.445863759
1867,0.735006897
1930,0.724075375
127,1.790605751
358,1.899672252
370,1.045272866
838,0.858850869
862,2.217826763
1277,0.668716386
2034,1.866643451
2042,1.542560697
2065,0.568742916
75,1.069724844
97,1.92178832
117,1.750065389
148,2.134477732
236,1.077181331
260,1.888057245
317,1.195278897
376,1.201605278
440,1.282848483
706,1.087230584
771,1.498856171
959,1.108691289
971,1.961262949
1301,0.940383343
1391,2.150687265
1397,1.654464714
1524,0.732234989
1684,1.783455142
1717,1.329274758
1834,1.146651593
93,2.361156327
124,2.351974439
766,0.826280623
772,0.192732638
873,0.291910089
1608,1.706260018
1665,1.041605073
1742,0.850321946
2033,1.769923939
2132,1.995651524
439,1.629476204
606,0.759367166
654,1.330929949
1004,1.373744067
1390,1.463091072
1552,2.25219567
1639,1.8080475
1720,1.862149318
1929,0.823233904
560,1.770090632
741,1.301207332
748,2.600337678
992,1.882706911
1014,0.37008841
1165,1.99835715
1197,1.775882199
1309,1.552099357
1445,1.509302216
1763,1.166377686
98,1.67695092
482,1.96659807
765,2.180253274
1153,1.308395716
1925,1.287504778
2061,1.386882253
2108,2.620844681
2170,2.016793198
569,1.015995027
589,0.855555288
1365,0.470683359
142,0.611728495
189,1.156657396
234,0.562715999
361,1.679771019
580,1.373051728
739,1.993406491
758,1.556000834
806,1.349539276
1107,1.612387601
1178,1.370121728
1208,0.793798568
1234,0.888974083
1432,1.07727269
1546,1.734564768
1655,1.555147292
1758,1.092164309
1915,1.524660105
2005,1.078059954
24,1.92494163
95,1.719603841
152,1.379388352
198,1.047827023
228,2.1094117
230,1.952488574
255,1.716809095
405,1.943547854
532,0.980130214
598,0.804511694
692,1.547865989
817,1.501364523
857,1.991240596
991,2.654342931
1079,1.566490061
1254,2.120203968
1500,0.905997393
1501,1.333321153
1700,0.993407854
1882,-0.112885804
1923,1.839106976
203,1.300628494
735,1.416363611
858,2.053960164
905,1.30725072
956,1.351292009
1006,1.523320487
1587,1.620111681
1612,1.709955468
1779,1.943256781
21,1.816960286
839,1.588486063
903,0.696424141
1352,0.137599746
737,1.151845645
1099,1.877143297
1406,0.886063242
1625,1.844414969
1739,2.370218219
1775,0.729732063
3,1.831142401
92,1.784330144
190,2.297635179
212,1.256876696
248,1.007703932
314,0.732788821
347,0.631312936
355,1.582545004
445,1.737761591
576,0.310579722
584,2.269074793
646,0.201181317
931,2.217714905
1158,1.508361737
1494,1.224968724
1531,1.01062484
1630,1.474726021
1635,0.316766297
2084,1.520635418
2172,1.820557622
303,2.001692863
386,0.629784954
472,1.064349336
573,0.59039091
1038,1.118423383
1448,1.689412329
1755,2.10264336
1762,1.368924589
140,2.414684256
318,2.365519754
422,0.961449789
833,1.070121867
1600,0.745319903
1813,-0.283230819
1865,0.921771086
2086,0.903863039
2149,0.86119738
287,1.260451117
337,1.249001807
428,1.460263614
893,1.219138334
936,1.262105983
1102,1.143682373
1111,1.317992278
1122,1.512747133
1708,1.463853496
1783,2.130165926
2097,1.660715778
2176,1.707185724
822,1.908385779
916,1.304267802
961,1.778010522
1121,1.687617702
1360,1.782095569
1485,2.028115513
1628,1.633092988
1638,0.827608217
1668,0.920417668
1887,0.884053567
1991,0.513032696
292,1.528851931
407,1.284111615
575,1.905120461
1097,1.275059946
1154,1.473469768
1205,1.375044445
1368,1.626754547
1491,0.861220065
1715,1.510748504
110,0.715746322
618,0.943457416
958,1.801541878
1559,1.254479249
1952,0.672635522
2154,0.778330088
256,2.112973764
564,1.697951055
865,1.714136863
1325,1.168917956
1677,1.344244024
1959,1.406391687
1964,1.71223929
2058,1.468585604
131,1.900966925
417,1.675518452
781,0.174011039
860,1.155955063
921,0.94329752
990,3.321911848
1207,1.731291224
1338,1.167607528
1466,0.64089772
1657,1.514485116
1728,1.185984772
1854,2.808071826
2040,2.060166456
2173,1.66580387
104,1.504026326
333,1.537810563
629,1.673737895
744,1.602352181
915,1.678715376
1026,2.259576659
1089,2.278237239
1224,1.771283754
1938,2.002123246
2003,2.043317518
2101,1.808341357
101,0.345679016
800,0.363905178
1548,1.698957676
19,2.10003187
146,1.042388623
570,1.24858413
944,1.479485626
1538,0.942151293
1970,2.089699464
15,1.12799139
65,1.942493295
211,1.55227923
227,1.649307138
365,1.423381286
505,1.707286443
577,0.814594977
593,1.164138155
732,0.644052988
919,0.701574063
1018,1.069820448
1133,2.642663715
1180,1.186045129
1437,0.664135568
2011,1.764009135
180,1.541206385
414,1.193079119
1465,1.836865917
1692,1.919985519
84,1.069372444
787,2.399596403
827,1.502971261
56,1.447652867
223,1.924711125
342,1.440425923
403,1.303414051
511,1.087632399
886,1.797843996
1311,1.604296887
1427,1.560657186
1673,1.764104418
1767,1.75897888
1894,1.102766842
1977,1.136906409
2134,1.481894465
2169,1.692630312
329,1.670675814
720,1.252047202
867,2.164202432
1068,1.131745505
1104,1.967587067
1191,2.049691345
1327,1.496960927
1551,2.311376792
2029,2.026589729
2080,1.331898976
46,1.866307199
259,1.319350636
267,1.423631815
341,1.730671219
431,1.245026088
648,1.220074729
2054,2.030152783
2066,1.438850086
2114,2.147895654
2125,1.64596043
49,1.11711133
1273,0.856754539
1669,2.310066235
32,1.95065958
53,1.137799187
351,1.655339955
367,1.388511601
382,1.532832411
678,2.610221355
698,1.55952384
883,0.9097878
1002,1.055291949
1169,1.638507262
1425,2.118760712
1469,1.264789692
1472,1.80470835
1599,1.415306593
268,1.351335412
353,1.491215827
1037,2.80281331
1146,2.013631163
1190,2.145030976
1621,1.910305047
1794,1.895912224
27,3.184481219
244,1.734077078
374,1.184257086
866,1.619528345
946,1.177545399
970,1.602720513
1134,2.096970502
1345,2.356586904
1378,1.608398802
1414,0.912669196
1442,1.293967181
1532,1.559983573
1721,1.830205228
1815,1.72317148
920,2.817215825
157,1.882564114
637,0.933121393
1366,1.477131069
1690,1.924093348
1884,1.94624507
544,0.893665305
756,1.633836445
768,0.956338126
780,2.437838499
993,2.234919312
1404,1.564849791
1601,1.238721563
1796,2.003898178
2062,1.481393417
136,1.791020967
207,1.78818949
295,2.220036654
517,1.028943266
1212,1.874998288
1572,2.626649018
2074,2.573338582
2104,1.849098766
2106,1.660492676
283,0.649230011
458,1.005147506
816,1.552431558
877,1.993171252
1295,0.543938152
1934,0.134191829
45,1.599026578
63,2.240746149
168,1.39259491
307,1.274815466
664,1.487924859
708,1.449680949
843,2.805858678
1016,1.556283473
1268,1.765447269
1444,1.27059409
1776,1.045220683
231,1.968035023
1161,2.520404627
1266,1.875926802
1890,1.612517098
1983,0.536272849
202,0.945603155
366,1.55539241
451,1.285802727
609,1.41055424
897,1.215792748
1285,1.3386277
1286,1.742162063
1698,1.520464885
1747,1.983851778
2028,2.928243172
2160,2.284843547
192,2.521715878
502,1.35168618
547,0.377115475
166,1.5268091
776,1.643133083
1457,1.489940583
1588,2.470888335
1629,1.09101315
1671,1.07579345
1976,2.804160761
1995,2.47769806
52,1.13395215
81,2.388637727
116,1.883462342
521,1.487264368
815,0.605331648
875,1.325186472
1145,1.196193818
1507,1.693538855
1566,1.326292311
1598,2.140187029
1857,1.782486905
1900,1.595636733
2158,2.965567216
1040,1.91268578
1307,1.383386428
1520,2.101593278
1987,1.261730989
286,1.424443371
568,1.21184251
1320,2.84103347
1661,1.791918121
1703,2.60996057
151,1.68978982
433,1.514561972
498,2.025318064
660,1.924145849
702,1.911091575
895,1.94239941
985,1.837572246
1571,1.673041793
1962,1.807642922
13,1.446074091
54,1.624723147
144,1.813947938
282,1.895248416
320,2.281459375
389,2.388705362
581,1.166478755
594,1.283048259
779,0.521070633
790,2.320991598
1291,0.517662584
1663,1.603114329
1707,1.810638168
1858,2.236133293
1939,2.352543833
71,1.644430886
269,1.732035115
908,1.393718094
1064,1.757586128
1123,2.353483903
1198,1.12599667
1215,0.869752192
1372,1.200317886
1859,2.418292621
583,0.373634443
1021,1.52955377
1332,2.159204567
2057,2.928141434
44,2.033289175
94,2.394430755
574,1.191354492
1312,1.968940363
1328,2.002375112
2051,2.016996552
2128,1.906704625
42,1.560009648
112,2.423967692
302,1.360858035
519,0.927955813
1011,1.674843197
1508,1.921822144
1764,1.661594507
1901,1.227429525
1957,2.637639237
9,2.598559196
226,1.910532284
546,1.885478045
610,2.069705589
804,1.897280969
1195,1.745064955
1237,1.571488216
1474,1.857487943
1495,1.374567701
1543,2.014685735
1618,2.549277788
1898,1.039762506
326,1.253760295
17,1.320714911
41,2.242275294
128,2.088255111
327,2.464767116
371,1.180444561
461,2.307134751
634,1.893254866
1240,1.76775955
1334,1.923204994
1736,1.641514782
1799,1.635946926
2115,1.628111509
100,1.957644027
289,1.874630519
424,2.140720171
801,2.850703894
854,2.339858719
1052,0.652236313
1422,2.316074385
1502,1.213384357
2019,2.105481824
484,1.446989406
639,1.743401426
707,1.908891417
1377,1.424245487
1410,1.191616449
1689,2.56930177
659,1.016443404
1687,3.509145343
1805,0.520877138
68,1.817059188
473,1.719238313
1118,1.588625265
1130,1.60434221
1142,1.738400788
1261,2.539182209
1725,1.881638259
1893,2.248550892
1895,2.441900056
1988,1.591628302
2085,1.85240384
109,2.386555126
710,2.116007785
878,2.430487871
982,2.52361093
1149,2.093962103
1211,1.994500015
1719,3.978597397
1835,1.132868418
680,1.04079657
1017,1.79918346
1144,1.19448822
1740,1.901701708
37,2.317870099
823,3.017304262
2008,2.563504911
1511,1.449042613
1856,2.447636635
687,1.890891647
794,-0.707998216
913,2.808926936
927,0.329799615
1841,1.57919913
1850,2.045323929
1909,2.265590805
1935,2.056127383
1986,2.497014023
2079,2.20343974
2137,2.331436109
324,1.769864531
499,1.721126572
633,1.904814122
1460,1.693959676
1932,1.420982666
492,3.505246648
922,0.717783329
1787,3.970540868
47,2.011326097
411,1.72247637
828,1.93422586
1296,1.443214526
1347,1.817483631
1576,1.864234479
1650,2.466061924
1786,2.934854557
1945,3.055580948
2136,1.862645203
398,2.125107717
596,2.410221526
668,1.703104559
1300,0.850851738
1447,1.536720377
1458,1.873927544
1752,2.182972523
1757,2.638615831
1778,2.155079438
1853,2.798510378
2144,0.69657153
209,1.583898704
1098,2.199274735
1581,1.094992366
1646,2.370282666
2165,2.117557465
1290,0.658841761
1770,0.487928385
1808,0.285064272
579,1.868820056
891,2.153727562
1549,1.808545185
2124,2.615686072
2151,2.716556988
258,2.208053662
488,2.882465411
725,1.710502773
879,0.385094691
1046,3.166972671
1194,2.74068031
1380,2.111997249
1415,1.974525511
103,2.46779521
399,2.183551466
539,1.546386718
1108,2.070212329
224,0.177357012
749,1.879186309
987,3.780852508
1086,-0.054148184
423,1.47758217
1214,3.061746404
1341,1.756193048
1724,1.211804078
1931,2.160605294
695,1.347475477
1077,3.605532585
1574,1.612825977
1592,1.131003775
1727,1.072456155
169,1.0500515
392,2.331914382
476,1.718696088
663,1.888822265
767,2.379275799
1547,1.872309918
1816,2.371236985
2155,2.295863058
80,2.836342772
690,2.599992296
1,1.669830722
375,1.399024801
803,2.507182096
2143,2.379744164
2163,2.258513824
121,1.720262292
176,2.172628012
304,1.717683658
390,2.683459789
1302,0.763512145
1316,1.502906392
1726,1.996811853
1914,2.481849518
310,2.495941828
1966,1.524818121
2157,1.959172253
38,1.239154744
215,2.492250652
724,2.890737061
777,3.525116604
1082,-0.642215857
1265,2.206160192
235,1.862812711
237,1.651242379
559,2.318606318
713,2.494257919
1186,2.268839841
1539,1.000350676
1800,1.493895936
2064,2.030781985
107,2.044845085
335,1.527495825
557,2.796886917
1091,2.221544356
1243,1.757836707
1694,1.283861752
1953,2.3969538
1984,0.589865805
795,1.381753061
1054,2.898589478
1167,1.68344476
1181,2.763579332
1185,1.854285555
1351,1.92608453
1514,1.461165018
1611,1.771722675
175,2.303771398
179,2.383830268
284,2.325516089
673,1.5122842
704,2.025459363
1020,3.356787139
1150,2.298642194
1848,2.655087268
165,1.683908743
363,1.793039281
495,2.006459139
723,1.665102998
947,1.30735539
949,1.708074615
1299,2.14813932
1450,2.749486435
1567,1.506332266
1722,2.336831532
616,2.462278443
1656,1.77409288
201,2.153752016
357,2.401904047
1560,1.962324079
1613,1.890382245
1819,2.770826166
66,2.389340409
1051,2.070188134
1370,1.736189686
1937,2.289960081
729,1.916732099
1499,1.617482256
1785,0.689665546
1148,2.792653116
1303,1.496095285
1675,2.577412024
1784,2.830248598
2016,2.880503958
2142,2.621991011
149,1.890783099
797,3.118600069
882,1.643983884
1075,0.459091489
1314,2.147667886
2148,2.154881848
408,1.719466968
966,2.895175575
1251,2.372657732
1809,1.800539257
1885,2.741133563
2123,1.949011924
1905,2.554759984
481,2.207445425
1151,1.90934943
1348,0.140799815
1525,2.572071891
1660,1.748900241
191,2.345598104
323,2.859633867
647,2.960645313
1015,1.552916572
1878,1.872341278
85,2.234900395
153,2.376903639
278,1.64928593
665,2.272945284
759,1.79273096
1537,2.073367579
125,3.008486406
147,1.844104278
501,1.460215059
1473,2.338189682
1637,2.037119494
1880,3.00130529
253,3.045924255
262,3.108481379
291,2.480093088
364,1.690729858
636,2.110136069
727,2.351722191
1085,3.197156955
1530,0.239214257
139,2.418467439
275,1.636457492
1284,2.127297779
1349,2.40412684
1678,2.928265818
12,2.732955648
1072,1.554529696
1440,1.869454634
1644,2.15373122
1795,1.92209371
1870,2.591896301
2046,2.434243114
338,1.266948067
954,3.2783425
1384,1.723843786
1506,2.280778425
1711,1.701759423
396,2.023117324
470,2.014316437
681,2.886192148
918,2.44833446
1869,2.487984488
2035,2.387191062
213,2.076808377
294,2.502859102
420,1.910439762
841,1.874101479
1217,2.471288024
1219,2.11339348
1849,3.627601834
512,1.660627392
1807,2.101750623
2099,3.133877652
164,2.975481178
468,2.515723235
1946,2.69765967
733,0.047171243
747,4.530626647
691,3.06143729
529,2.076751958
818,0.272412834
1920,3.538942587
1942,3.006718866
1382,2.049070791
1387,1.964486246
1395,2.696036404
1985,2.879219995
1124,2.822031148
1423,2.568999037
1582,2.11921571
174,1.77743786
450,1.87064374
981,1.336484431
994,0.839836266
1704,2.042767103
1843,2.519847568
1948,2.697115561
2103,2.127319074
778,1.791685191
1430,2.52921585
953,3.576850392
1910,1.261974977
1110,3.306651207
1982,2.990029543
34,2.059230771
172,2.179383019
300,1.841354406
762,3.02867357
929,2.438939362
69,3.57177927
626,2.741304897
368,2.031776106
475,1.881170496
1899,0.493892128
1179,2.056316227
1804,3.311121547
2166,2.899315315
261,3.751409911
1248,2.439578223
1693,2.052897181
410,2.568802351
1557,2.28799042
1631,2.119524172
16,2.692589399
1039,2.229704579
1157,2.845753437
1252,2.388050995
1812,2.940125133
252,1.014570065
1792,2.256900332
1864,1.896998376
508,2.705368399
1615,3.869067847
36,2.451967287
178,1.926804273
1272,1.770887397
1593,1.644549461
1614,1.595461727
2049,3.323453434
644,1.14790708
1298,2.34912852
537,3.657208895
1569,2.599443396
1695,2.403560065
1714,2.87934151
851,3.001333961
1375,2.103930173
67,2.420626948
161,1.923065856
563,1.408800076
1218,2.778985531
2093,3.632042331
321,2.364651385
677,2.565265548
880,2.905174432
132,2.433515783
1769,2.773673279
1947,3.00470443
332,2.658787386
820,2.56436922
888,1.207283969
35,2.166265206
232,3.250977391
432,1.816896645
699,2.485604952
1578,3.443366685
1741,2.285951756
548,2.056259755
856,2.757966446
1163,3.250141722
1282,2.767664899
1294,3.120857196
1479,3.090241395
1713,3.876168503
1829,2.417238671
1868,2.815168934
2133,2.834268897
480,2.571291984
607,3.077386464
1028,2.756172932
1928,2.974832727
354,2.587548495
620,3.399927274
114,2.350027269
1116,2.791182003
1643,2.72957588
2117,2.543968206
106,1.581457713
892,3.409095937
1888,2.923315353
2072,3.199694033
418,2.799720609
556,3.315839136
437,2.476238366
1092,2.756876652
218,1.077128728
1280,2.698365474
824,2.553708838
986,3.216863187
297,2.911145949
595,2.226498306
1510,2.914083266
1892,2.583302618
863,1.422314964
1944,0.013292293
528,3.429415938
696,2.303812521
1449,2.852748076
2025,3.249706718
1896,2.780116159
2024,3.475961075
1912,3.559998786
543,2.398728197
1852,2.800369248
137,3.179989115
976,0.53554359
309,2.87542417
1283,3.364125542
1653,3.188213254
1730,2.014133055
1842,3.846020979
1526,3.232148527
1922,4.704134726
1958,2.216551638
138,1.717418747
182,2.536165522
1287,2.897538877
2041,2.238006712
2111,2.315541529
730,2.543756659
1183,2.525560203
1317,2.940985407
1393,3.420199631
1509,3.550677138
1648,2.701492243
1823,3.677138354
2105,2.425298947
588,0.109293357
2044,5.110861792
2118,2.567670611
1114,3.066479629
1790,2.58981215
1337,2.714934433
1658,2.984585406
1781,3.841702471
379,2.766561742
1321,3.540455268
2036,3.560143027
296,2.194551872
328,3.140781585
1152,2.566380037
1846,3.972852009
1117,4.055279158
22,3.878944746
1244,2.891808741
1535,1.708577703
334,2.144343112
1411,2.281816385
1371,3.104713967
2020,3.695014112
242,2.15202113
1607,3.450379852
1007,4.251164204
1177,4.240257308
1832,2.625652004
1128,4.146774036
493,3.699589785
459,3.214946562
1827,3.5361581
1830,2.910894218
1773,2.884691056
135,2.988526296
1308,2.917089844
831,3.686280744
1025,2.528916562
1682,4.462384958
1416,3.574768358
2018,0.995749054
1603,2.754584618
274,1.840840868
1917,2.818515471
1027,1.329222195
1817,3.377496618
826,3.08136574
1814,3.486247971
912,4.406027216
558,4.85380674
1103,4.269994169
1315,2.461241113
1558,3.501760633
186,3.54750118
542,2.783669479
1113,3.680685975
1791,4.198370705
113,3.8627904
163,5.036717425
1602,4.042842172
2,3.630619499
319,4.407176625
1862,3.692806587
746,3.710078262
1897,2.942633908
1580,3.130588476
591,3.541134245
2013,2.706033098
1906,3.317446607
1374,3.024693001
1431,2.831096577
1262,2.701498685
1115,3.546097998
31,5.171197253
1318,3.423658683
2032,1.2269587
1084,2.286595038
605,2.95008595
1392,2.913470311
70,3.037555954
1199,3.488299068
1271,-0.293364475
645,1.566772827
871,0.974311391
115,3.650809918
2121,4.440267408
170,3.54360548
1761,4.216115842
59,4.067350262
948,2.148589321
99,3.981538997
641,4.949833118
1429,4.288600432
1074,3.539800863
506,4.228152604
2113,2.533797931
2141,5.172754359
2153,4.149425275
1126,4.160514487
1683,4.773958461
551,0.638521427
1789,1.425273217
2162,5.631912127
426,4.475426308
1139,2.110798778
592,4.665022504
653,4.485875814
812,1.63277368
2129,5.441209072
852,5.112166068
914,4.744630933
1452,4.858044625
2050,1.435418534
1518,4.860161553
1591,4.477682811
608,4.654579361
2091,4.531859843
1723,4.569705623
1824,4.288430943
566,2.970096167
1594,3.836024164
1744,4.215072092
603,3.083653432
162,5.160711793
462,4.168993419
438,3.364016455
1369,1.839880684
1412,3.649990826
1323,4.127894653
1583,4.684795239
624,5.273788617
444,4.376830671
